TOKEN	NER_TAG
Onassis:_The_Richest_Man_in_the_World	O
Manuel_Pacheco	PER
Plano_Cruzado	O
Igreja_Católica	ORG
Gianetti_da_Fonseca	ORG
Freddy_Tatoo	O
Tyes	O
André_Meyer	PER
José_Carlo_Dri	PER
Evander_Holyfield	PER
Associação_Mundial	ORG
Federação_Internacional	ORG
Michael_Moorer	PER
Manoel_Lopes_Duarte	PER
Bil_T._Jones	PER
An_American_Evening	O
I_Want_to_Cross_Over	O
Liz_McComb	PER
Donald_Baechler	PER
Ballet_da_Ópera_de_Lyon	ORG
Maguy_Marin	PER
Extra_Veinous	O
Susan_Marshall	PER
Ballet_de_Lyon	ORG
Central_Figure	O
Philip_Glass	PER
Julia_Child	PER
Marcella_Hazan	PER
Patricia_Wells	PER
Someone_to_Watch_Over_Me	O
Roberto_de_Oliveira	PER
Campanha_Contra_a_Fome	O
Prêmio_Nobel_da_Paz	O
Nelson_Mandela	PER
Tatau_Godinho	PER
Antônio_Amaral_de_Sampaio	PER
Constituição_Federal	O
Amauri_Mascaro_Nascimento	PER
Direito_Sindical	O
Santa_Casa	O
Mercedes_Ribeiro_de_Miranda	PER
Ana_Paula_Junqueira	PER
Ces-Senac	ORG
Oficina_de_Artes_do_Livro	ORG
Papel_Artesanal:_Processamento_de_Fibras_Vegetais	O
Elvis:_From_Nashville_To_Memphis	O
It\'s_Now_or_Never	O
Elvis_Aaron_Presley	PER
Elvis_Presley	PER
Monte_Aprazível	O
Rio_Preto-SP	LOC
Escritório_Regional_de_Saúde	ORG
Distrito_Federal	LOC
Ricardo_Jordão	PER
Arret_Chanin	PER
Gloria_Pires	PER
Orlando_Moraes	PER
Rita_Lee	PER
Enciclopédia_Britânica	O
Pearl_Harbour	LOC
Franklin_Delano_Roosevelt	PER
Nossa_Caixa	O
Paulo_Araújo	PER
Câmara_de_Comércio_Brasil-Estados_Unidos	ORG
Phillip_Trent	PER
Brian_Fagerburg	PER
Doreste_Batista	PER
Nilo_Batista	PER
Time_dos_Sonhos	O
Montoro_Filho	PER
Jovem_Pan	ORG
Guilherme_Palmeira	PER
Beavis_e_Butt-Head	O
Vara_Central_da_Infância_e_Juventude	ORG
Cristou	O
Bayern_Leverkusen	PER
Shalk-04	O
Ponte_Preta	ORG
Francesco_Farina	PER
Gloria_Attanasio	PER
Mark_Fischer	PER
Steel_Wheels	O
Pink_Floyd	ORG
U2	ORG
Chico_de_Miguel	PER
Liga_de_Assistência_e_Recuperação	ORG
Secretaria_de_Saúde	ORG
Conferência_sobre_Segurança_e_Cooperação_na_Europa	ORG
Jogos_da_Amizade	O
Hubert_Imóveis_e_Administração_Ltda	ORG
Avenida_Faria_Lima	LOC
Cartel_de_Cáli	ORG
Vicente_Wilson_Rivera_Ramos	PER
Vicente_Rivera_Gonzalez	PER
Leonel_Brizola	PER
Wapsa	O
A_Interpretação_dos_Sonhos	O
Roman_Jakobson	PER
Antonio_Britto	PER
Maria_Elisa_Flora_Demarchi	PER
Hospital_do_Mandaqui	O
Francis_Bacon	PER
Vila_Madalena	LOC
DJs_Bidi	O
Pailista	O
Brigadeiro_Luís_Antônio	PER
Eliseu_Francisco_de_Lyra	PER
Richard_Dart	PER
Richard_Gustafson	PER
Universidade_de_Arizona	ORG
Agência_Meteorológica_Japonesa	ORG
Engenheiro_Marsilac	O
Cidade_Tiradentes	LOC
Eduardo_Lourenço	PER
José_Saramago	PER
Aldegy_do_Nascimento	PER
Ary_Chagas_de_Aguiar	PER
Lúcia_Atalla	PER
Spike_Lee	PER
The_Jackson_5	ORG
Jimi_Hendrix	PER
James_Brown	PER
Dave_Bruce	PER
Adroaldo_Streck	PER
Barra_Funda	O
G._Love_and_Special_Sauce	O
Tribunal_Superior_do_Trabalho	ORG
Ordem_dos_Advogados_do_Brasil	ORG
Serviço_de_Apoio_à_Pequena_e_Média_Empresa	ORG
Conflitos_no_Campo_Brasil_1993	O
Associação_Brasileira_de_Imprensa	ORG
Comissão_Pastoral_da_Terra	ORG
Andrew_Duncan	PER
José_Nazar	PER
Miguel_Reale_Jr.	PER
Anna_Lee-Feldstein	PER
Universidade_da_Califórnia	ORG
Marcus_Vinícius	PER
Anderson_Leão	PER
Silvio_Santos	PER
Esplanada_Grill	ORG
Rubinho_Gimenes	PER
Kazuo_Tamura	PER
Lélio_Viana_Lôbo	PER
Dia_do_Soldado	O
Frank_Zappa	PER
Mano_Bap	O
The_Central_Scrutinizer	O
Christoph_Heinrich_Von_Beackedorff	PER
Free_Jazz_Festival	ORG
US3	O
Associação_Brasileira_da_Indústria_de_Máquinas	ORG
Gelaguela_Sobremesas	ORG
Juarez_Rizzieri	PER
Body_for_Sure	O
Humberto_Nastari	PER
Universidade_Yale	ORG
Adventure_in_Castle	O
Journey_in_the_Universe	O
Multimídia_Center	O
Carlos_Mariani_Bittencourt	PER
Sinn_Fein	PER
Patrick_Mayhew	PER
Conselho_Regional_de_Economia	ORG
Sistema_de_Projeções_Qualificadas	O
Hélio_Portocarrero	PER
Vicente_Amato_Neto	PER
Amato_Neto	PER
Campeonato_Italiano	ORG
Zdenek_Zeman	PER
Alan_Boksic	PER
Otto_Reiter	PER
Ricardo_Fiuza	PER
Cid_Carvalho	PER
José_Geraldo	PER
Manoel_Moreira	PER
Fábio_Raunheitti	PER
Paulo_Portugal	PER
Olacyr_de_Moraes	PER
Alfredo_Saad	PER
Rolim_Amaro	PER
Maja_Desnuda	PER
Idade_Média	O
Boris_Gorentzvaig	PER
Vera_Melo_Araújo	PER
Departamento_de_Fiscalização	ORG
Fábio_Igel	PER
João_Herreras	PER
Marcelo_Loureiro	PER
Mulher,_a_Melhor_Opção_de_Investimento	O
Teatro_Itália	LOC
Vera_Lúcia_Barbosa	PER
Rio-São_Paulo	O
René_Scorsa	PER
Sérgio_Duran	PER
Serviço_de_Segurança_ao_Crédito_e_Informações	ORG
Indústrias_J.B._Duarte	ORG
Antonio_Delapieve	PER
Henry_Kissinger	PER
Mangosuthu_Buthelezi	PER
Burhanuddin_Rabbani	PER
Gulbuddin_Hekmatyar	PER
Cachoeiro_do_Itapemirim	O
Partido_Liberal_Democrático	ORG
Yohei_Kono	PER
James_McDougal	PER
Bruno_Maranhão	PER
Movimento_por_Terra,_Trabalho_e_Liberdade	ORG
Sérgio_Machado	PER
Smirnoff_International_Fashion_Awards	O
Raoul_Coutard	PER
Junta_da_Justiça_do_Trabalho	ORG
Sindicato_dos_Jornalistas	ORG
Leonardo_Romanioli_Filho	PER
Luís_Silveira	PER
José_Fioravanti	PER
Santana_Quantum	O
Sérgio_Fioravanti	PER
Campeonato_Brasileiro	ORG
Emily_Lloyd	PER
Tank_Girl	O
TV_Doctor_Who	O
Chris_Columbus	PER
Quarteto_Fantástico	O
Sargento_Rock	PER
Joel_Silver	PER
Arnold_Schwarzenegger	PER
Bruce_Willis	PER
Dia_das_Mães	O
West_Plaza	LOC
Guarda_Nacional	ORG
Waldemar_de_Brito	PER
São_Januário	LOC
Centro_de_Biologia_Marinha	ORG
Centro_de_Ambulâncias	ORG
Nova_Zelândia	LOC
Algirdas_Zebrauskas	PER
Leonid_Kravtchuk	PER
Parceria_pela_Paz	O
Leste_Europeu	LOC
Armando_Laganá	PER
Márcio_Rillo	PER
Stephen_Freehill	PER
Michael_Fay	PER
Al_Anad	PER
Ali_Abdulllah_Saleh	PER
Virginia_de_la_Guardia	O
Médicos_Sem_Fronteiras	ORG
Rubens_Gonçalves_Barrichello	PER
Campeonato_Brasileiro_de_Fórmula_Ford	ORG
Marcos_Augusto_Gonçalves	PER
Revista_da_Folha	O
Superintendência_Nacional_de_Abastecimento	ORG
Eduardo_Lago	PER
Joseph_McCarthy	PER
Novo_México	LOC
Ministério_das_Relações_Exteriores	ORG
Carlos_Alberto_Dias	PER
California_State_University	ORG
República_Movimento	ORG
Orquestra_Estadual	ORG
Nona_de_Beethoven	O
Simon_Franco	PER
Simon_Franco_Recursos_Humanos	PER
Conselho_Federal_de_Medicina	ORG
Antonio_Henrique_Pedrosa_Neto	PER
Nova_Brasília	O
Mauro_Pereira	PER
Gilson_Paulino_dos_Santos	PER
Batalhão_de_Choque	ORG
Vila_do_João	LOC
Adriano_Herculano_da_Silva	PER
Onaldo_Pereira	PER
Comunidade_Pacifista_Cristã	ORG
Torneio_Internacional_de_Basquete	ORG
Miguel_Ângelo_da_Luz	PER
Terra_Boa	O
Mata_Velha	O
Santya	O
Chummak	O
Times_Square	LOC
Ministério_da_Previdência	ORG
Alexandre_Dupeyrat	ORG
Olhos_de_Serpente	O
Snake_Eyes	O
Abel_Ferrara	PER
Harvey_Keitel	PER
James_Russo	PER
Serena_Cay	PER
Casa_de_Campo	O
Sérgio_Motta	PER
Paulo_Renato_de_Souza	PER
Maria_Carey	PER
Irene_Papas	PER
Dalmo_Rosalen	PER
Secretaria_do_Meio_Ambiente	ORG
Vale_do_Piracicaba	LOC
Julie_Halard	PER
Virginia_Slims_Masters	PER
Madison_Square_Garden	LOC
Osny_Silveira_Neto	PER
Guilherme_Silveira	PER
Marilena_Chaui	PER
Gloria_Kalil	PER
Jorge_da_Cunha_Lima	PER
Claude_Lefort	PER
Sérgio_Cardoso	PER
Cláudia_Morgado	PER
Dick_Advocaat	PER
Manoel_Salviano	PER
Renata_Queiróz	PER
Patrícia_Gomes	PER
Ciro_Gomes	PER
Ruth_Cardoso	PER
ColorEdge	O
Lono_Island	O
Southern_Methodist_University	ORG
Manuel_Tavares_da_Graça	PER
José_Tavares_da_Graça	PER
Floriano_Graça	PER
John_Cassavettes	PER
Kim_Ho	PER
Conselho_de_Segurança	ORG
Boutros_Boutros-Ghali	O
Fernando_Belo	PER
Marcello_Alencar	PER
André_Penner	PER
Eduardo_Castanho	PER
Saul_Queiroz	PER
Rogério_Voltan	PER
Ricardo_Hantzchel	PER
Fausto_Chermont	PER
Eliana_Lopes	PER
Ribeirão_Preto	PER
Castelo_Branco	O
Serra_das_Conchas	LOC
Cidade_do_México	LOC
Mercedes_Rossi_de_Almeida	PER
Sven-Goran_Eriksson	PER
Ruud_Gullit	PER
Giampiero_Boniperti	PER
Roberto_Bettega	PER
Giovanni_Trapattoni	PER
Marcello_Lippi	PER
Roberto_Baggio	PER
Visconde_de_Porto_Seguro	O
Godofredo_Furtado	PER
Antonio_Carlos_Gomes_da_Silva	PER
VERA_LÚCIA_DA_COSTA_ANTUNES	PER
Arnaldo_Montenegro	PER
Andrade_Martins	PER
Robert_Winston	PER
Franco_Zefirelli	PER
Abram_Szajman	PER
Conselho_Deliberatico	ORG
Mauro_Salles	PER
Alexandra_Brochen	PER
